soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,108,0.0,19671.996385116112,7171.952303577217,229.4386001800126,4.82842712474619
C2003,98,0.0,12853.416156926647,4597.488957842066,203.4386001800126,0.0
C2609,106,0.0,15687.734049507737,6283.313559822206,198.53910524340097,0.0
C2803,108,0.0,14964.619259094476,4772.076836320745,161.6812408671319,22.55634918610405
C5608,109,0.0,14348.85475710666,4382.499059109833,121.01219330881976,6.414213562373095
C6405,110,0.0,15339.324886579248,4422.570126921698,122.9116882454314,6.65685424949238
S1510,105,0.0,12678.38462763407,5162.976331257358,252.7523086789974,4.82842712474619
S1919,107,0.0,17948.54140754517,8755.735274997012,398.22034611053283,4.82842712474619
S2307,102,0.0,12093.76940394492,6354.516661990035,193.5685424949238,3.414213562373095
S2403,103,0.0,16058.307642636542,6046.60288170355,239.0660171779821,1.4142135623730951
S3117,109,0.0,15110.766445352088,6414.651654938828,364.04877323527904,10.242640687119286
S3603,109,0.0,13839.376618407356,5079.926691470301,70.698484809835,1.4142135623730951
