soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,34778.664986644086,1601.322076663197,19.48528137423857,0.0
C2003,504,0.0,20711.6543161781,354.0609665440988,7.0,0.0
C2609,498,0.0,26021.43259590151,1010.1412690719537,58.242640687119284,0.0
C2803,507,0.0,30325.22061795519,974.7737367038065,3.414213562373095,0.0
C5608,496,0.0,28040.66722736192,1828.7606768432097,12.242640687119284,0.0
C6405,490,0.0,26523.203015074992,1718.6185412194784,10.071067811865476,0.0
S1510,500,0.0,24319.060879451255,1106.052957317385,9.071067811865476,0.0
S1919,502,0.0,27263.316072384696,493.02647865869255,2.0,0.0
S2307,490,0.0,20941.756913282537,430.7300141024109,0.0,0.0
S2403,500,0.0,26134.25301379954,1034.8691911333117,8.0,0.0
S3117,488,0.0,28206.425453226573,2524.036938863958,19.48528137423857,0.0
S3603,496,0.0,27832.721917782856,1866.8561312727145,9.414213562373096,0.0
