soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,13016.385853123345,8646.323153475692,389.19090885900994,13.071067811865476
C2003,504,0.0,8705.199635960722,5225.536864525568,287.3380951166243,3.414213562373095
C2609,497,0.0,9689.647470856722,7408.890470481341,291.16652224137044,10.65685424949238
C2803,507,0.0,9483.870775560086,5936.416156926647,377.3797256769669,6.414213562373095
C5608,495,0.0,9024.243358562117,6773.14826307011,314.8650070512055,12.485281374238571
C6405,489,0.0,8813.218971944476,6168.0313806157965,347.0071426749364,65.45584412271572
S1510,500,0.0,7332.540689670175,6184.764353311037,395.77669529663683,25.79898987322333
S1919,502,0.0,11068.43635946218,9351.025822367636,451.7766952966369,2.414213562373095
S2307,490,0.0,7597.680733252853,5234.323661089971,227.095454429505,8.65685424949238
S2403,500,0.0,8967.797615707168,8330.842922735337,539.3868683519033,3.8284271247461903
S3117,488,0.0,9368.361107568206,7106.805117319603,444.6761902332485,24.970562748477136
S3603,496,0.0,7772.800574299998,6033.676041556469,353.73506473629425,12.071067811865474
