soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,17697.300858899107,7086.202086939273,192.22539674441617,7.65685424949238
C2003,504,0.0,11607.549057834389,4158.7021612776625,131.3259018078045,1.0
C2609,498,0.0,12803.96031280393,6433.109591102599,211.50966799187808,8.242640687119286
C2803,504,0.0,12965.705478807991,4884.669765433309,228.92388155425118,6.82842712474619
C5608,493,0.0,12089.747109368334,5311.186576100124,221.92388155425118,0.0
C6405,490,0.0,12208.20295349105,5258.6180336052,215.68124086713186,2.414213562373095
S1510,500,0.0,9752.64537881567,5555.152088214718,244.99494936611666,11.071067811865476
S1919,502,0.0,14471.959446252153,7688.880369213574,330.03657992645924,3.414213562373095
S2307,490,0.0,9833.677774660024,4650.184484059071,151.84062043356596,1.4142135623730951
S2403,499,0.0,12737.925824918526,7277.802158726772,260.5218613006978,5.242640687119286
S3117,488,0.0,11520.541915159452,6274.994800689336,349.6639969244288,11.071067811865476
S3603,495,0.0,10115.995667241114,4970.3926368607845,235.58073580374358,7.65685424949238
