soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,16162.506919659769,3387.705119870492,35.65685424949238,0.0
C2003,504,0.0,12243.271062710084,2379.7770542341354,16.242640687119284,1.4142135623730951
C2609,498,0.0,16437.038882228233,5395.970414071697,19.65685424949238,0.0
C2803,507,0.0,13466.611249867763,1893.4612536940976,6.82842712474619,0.0
C5608,495,0.0,15619.266371013702,3321.509160377599,25.31370849898476,1.4142135623730951
C6405,490,0.0,13055.3097346776,2579.085712099237,36.97056274847714,0.0
S1510,500,0.0,13260.309734677598,4330.165148075315,42.89949493661166,0.0
S1919,502,0.0,21450.851649837045,6728.9178156918115,70.72792206135786,0.0
S2307,490,0.0,16212.048983495999,4515.404830169604,24.414213562373096,0.0
S2403,500,0.0,20094.65150626205,7070.819402669475,142.1543289325507,1.0
S3117,488,0.0,14343.86103322982,3289.3375875023457,28.82842712474619,0.0
S3603,496,0.0,13804.441769033561,2937.5659428395925,32.48528137423857,0.0
