soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,269,0.0,697.7645019878172,11.485281374238571,0.0,0.0
C2003,454,0.0,2347.732106143464,360.65894629054543,6.414213562373095,0.0
C2609,163,0.0,286.5979797464467,4.242640687119286,0.0,0.0
C2803,387,0.0,1671.1097397793776,185.45079348883237,2.0,0.0
C5608,366,0.0,1461.553390593274,111.05382386916237,0.0,0.0
C6405,343,0.0,1370.99704140717,124.02438661763952,4.0,0.0
S1510,344,0.0,1054.7178207935913,145.89444430272832,1.0,0.0
S1919,365,0.0,1701.3818177180199,139.82337649086287,1.0,0.0
S2307,395,0.0,1731.0264786586927,99.4386001800126,0.0,0.0
S2403,414,0.0,2846.722004875697,395.15642097360376,2.0,0.0
S3117,306,0.0,929.8183258569795,54.76955262170048,0.0,0.0
S3603,370,0.0,1254.4579361637686,135.6812408671319,0.0,0.0
