soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,77,0.0,289.1665222413705,11.65685424949238,0.0,0.0
C2003,81,0.0,563.2203461105328,40.04163056034261,0.0,0.0
C2609,83,0.0,398.8944443027283,59.94112549695428,0.0,0.0
C2803,95,0.0,444.33809511662423,20.31370849898476,1.0,0.0
C5608,86,0.0,387.92388155425124,9.242640687119284,0.0,0.0
C6405,63,0.0,130.45584412271572,5.82842712474619,0.0,0.0
S1510,84,0.0,353.6101730552664,25.485281374238568,0.0,0.0
S1919,79,0.0,335.43860018001266,11.65685424949238,0.0,0.0
S2307,60,0.0,191.8111831820431,19.899494936611667,0.0,0.0
S2403,85,0.0,490.237590053236,25.970562748477143,0.0,0.0
S3117,88,0.0,492.49242404917493,15.899494936611665,0.0,0.0
S3603,51,0.0,116.698484809835,0.0,0.0,0.0
