soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,108,0.0,22097.413049657036,4546.081886954629,73.8700576850888,2.0
C2003,98,0.0,17394.780582025185,732.222438151586,4.82842712474619,0.0
C2609,106,0.0,16500.022504837307,4899.064643011927,86.2842712474619,0.0
C2803,108,0.0,18940.197754180386,1395.0600999923215,14.65685424949238,0.0
C5608,109,0.0,17934.009803914207,1308.462120245875,22.485281374238568,0.0
C6405,110,0.0,18652.33570572201,1223.5798692519663,6.82842712474619,2.8284271247461903
S1510,105,0.0,16115.937510613066,2121.228714274745,30.142135623730947,0.0
S1919,107,0.0,23370.040825592507,3642.616808115924,41.384776310850235,0.0
S2307,102,0.0,17440.658648936987,1697.0499987245548,9.65685424949238,0.0
S2403,103,0.0,22196.753595752212,970.7148622007609,6.414213562373095,0.0
S3117,109,0.0,17817.47452381541,3947.533546995239,40.62741699796952,0.0
S3603,109,0.0,17725.34789903083,1593.5647173503164,14.242640687119284,0.0
