soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,23907.235200658622,10060.618751480199,326.208152801713,5.414213562373095
C2003,504,0.0,17386.82654534441,7304.540182055896,215.95331880577407,4.414213562373095
C2609,498,0.0,17708.046891454942,9422.379069385908,403.2203461105328,9.65685424949238
C2803,507,0.0,22221.00944497671,9218.820628158752,299.1076477383248,4.82842712474619
C5608,496,0.0,17964.036790187176,9971.003527791047,471.9898987322333,14.31370849898476
C6405,490,0.0,17762.110816591874,8914.06326884587,342.7056274847714,3.414213562373095
S1510,500,0.0,14550.927916959577,8990.465289099422,625.4284989122459,29.798989873223327
S1919,502,0.0,19208.012403569537,10458.45136268705,395.73506473629425,4.82842712474619
S2307,490,0.0,13322.997759282167,7135.503602129437,400.7056274847714,6.242640687119285
S2403,500,0.0,16421.236574824678,10088.64523013889,551.6589462905455,6.242640687119285
S3117,488,0.0,18185.09357264917,9235.170916584195,682.8965363437815,36.04163056034261
S3603,496,0.0,17402.228565597965,9011.117092715032,689.6417023478423,9.65685424949238
