soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,112,0.0,26129.798692519664,9267.338305377343,485.40411229460636,5.82842712474619
C2003,99,0.0,18034.353457278994,8293.302592002661,673.4579361637687,5.414213562373095
C2609,111,0.0,21934.29580826522,8971.382894530516,686.9432175380073,8.65685424949238
C2803,112,0.0,23290.83282146757,6936.94811949511,428.91883092036784,0.0
C5608,107,0.0,22233.933326530958,6485.181525466241,445.7056274847714,2.8284271247461903
C6405,107,0.0,19306.733182955963,4823.565076287815,252.50966799187808,0.0
S1510,107,0.0,18480.861033229816,7386.281163977852,675.7005768508881,13.313708498984761
S1919,111,0.0,22436.29284967239,10862.310093615097,1015.193000900063,8.82842712474619
S2307,102,0.0,11991.862766333374,6253.117600329311,413.6639969244288,1.0
S2403,107,0.0,21959.104899406215,8753.807209360655,731.2985565973347,6.82842712474619
S3117,112,0.0,21193.379935937686,8175.385853123345,975.0458146424487,6.656854249492381
S3603,108,0.0,14078.462838120873,4846.373300877029,325.8061325481597,4.82842712474619
