,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px),total_images
Sum of 0<.L.<=1.000000,0.0,0.12805116099701186,0.0,0.0,0.0,0.10397991115082295
Sum of 1.0000000<.L.<=2.0000000,0.0,-0.3658604599914625,0.0,0.0,0.0,-0.37310438707059995
Sum of 2.0000000<.L.<=3.0000000,0.0,-0.146344183996585,0.0,0.0,0.0,-0.1651445647689541
Sum of 3.0000000<.L.<=4.0000000,0.0,0.12805116099701186,0.0,0.0,0.0,0.07339758434175737
Sum of .L.>4.0000000,0.0,0.16261559979926554,0.0,0.0,0.0,0.11744404390294069
Sum of .L.>0.0000000,0.0,0.06707441766510146,0.0,0.0,0.0,0.042815257532691796
