soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,501,0.0,6122.787155501903,638.8498551495554,7.414213562373095,0.0
C2003,504,0.0,7570.649203960278,1653.3048327204938,16.242640687119284,0.0
C2609,496,0.0,6899.208511739212,1591.3342699720167,15.414213562373096,0.0
C2803,501,0.0,6726.061325481597,1277.2854967367377,15.071067811865474,0.0
C5608,480,0.0,5104.650070512054,1006.1240251292506,9.82842712474619,0.0
C6405,474,0.0,4479.459161653045,784.4600282048218,1.0,0.0
S1510,498,0.0,5705.799348810722,1571.6063479106588,43.79898987322333,1.4142135623730951
S1919,502,0.0,9242.604614807105,2328.250142299554,28.071067811865476,0.0
S2307,487,0.0,6539.407429824936,1523.7484835343898,29.65685424949238,0.0
S2403,498,0.0,7481.666447902981,1801.3952365161156,15.828427124746192,0.0
S3117,471,0.0,4473.464212286928,811.3300858899106,18.242640687119284,0.0
S3603,484,0.0,4505.062192033374,898.8691911333116,23.65685424949238,0.0
