soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,108,0.0,19967.180510237686,4358.974239216304,61.89949493661167,0.0
C2003,94,0.0,14237.328204109575,4374.93051661491,57.14213562373095,0.0
C2609,106,0.0,21361.844507162114,7485.9644968860375,91.11269837220809,0.0
C2803,108,0.0,16027.165865950312,2529.6105319927647,15.414213562373096,0.0
C5608,105,0.0,18519.28484044568,3841.5213536864194,47.48528137423857,0.0
C6405,109,0.0,16505.354682768266,3015.1080066758236,9.82842712474619,0.0
S1510,105,0.0,16863.18729397512,6332.739966693399,91.97056274847714,0.0
S1919,105,0.0,25968.765789061035,10579.079646236796,135.1126983722081,0.0
S2307,102,0.0,19115.59768239289,10099.732316404185,165.1837661840736,0.0
S2403,101,0.0,24755.64176393178,9107.94847843261,307.1076477383248,0.0
S3117,106,0.0,17474.59645690361,5020.184484059071,65.97056274847714,0.0
S3603,106,0.0,17497.82394568908,4213.66053071732,32.31370849898476,0.0
