soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,16165.092706097394,3391.776187682358,35.65685424949238,0.0
C2003,504,0.0,12252.68527627246,2368.534413547016,16.242640687119284,1.4142135623730951
C2609,498,0.0,16452.109950040096,5375.070919135086,19.65685424949238,0.0
C2803,507,0.0,13477.682317679628,1887.6328265693517,6.82842712474619,0.0
C5608,495,0.0,15624.509011700819,3321.5091603775995,25.31370849898476,1.4142135623730951
C6405,490,0.0,13044.410239740984,2587.7425663487293,36.97056274847714,0.0
S1510,500,0.0,13264.309734677598,4328.750934512942,42.89949493661166,0.0
S1919,502,0.0,21449.68007696179,6721.260961442318,70.72792206135786,0.0
S2307,490,0.0,16221.948478432607,4524.061684419095,24.414213562373096,0.0
S2403,500,0.0,20097.8230791373,7067.990975544729,142.1543289325507,1.0
S3117,488,0.0,14354.275246792193,3278.6807332528533,28.82842712474619,0.0
S3603,496,0.0,13791.784914784068,2933.1517292772196,32.48528137423857,0.0
