soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,108,0.0,19980.83736448718,4356.560025653931,61.89949493661167,0.0
C2003,94,0.0,14237.742417671947,4361.031021678298,59.55634918610404,0.0
C2609,106,0.0,21353.601866474994,7485.9644968860375,91.11269837220809,0.0
C2803,108,0.0,16034.236933762179,2536.267386242257,11.0,0.0
C5608,105,0.0,18524.87062688331,3851.5924214982847,47.48528137423857,0.0
C6405,109,0.0,16517.183109893012,3015.1080066758236,9.82842712474619,0.0
S1510,105,0.0,16861.601507537493,6331.739966693398,91.97056274847714,0.0
S1919,105,0.0,25971.8368568729,10564.594364862558,135.1126983722081,0.0
S2307,102,0.0,19110.597682392887,10099.732316404185,165.1837661840736,0.0
S2403,101,0.0,24751.39912324466,9108.362691994982,307.1076477383248,0.0
S3117,106,0.0,17470.76802977886,5019.184484059071,65.97056274847714,0.0
S3603,106,0.0,17485.58130500196,4210.246317154946,32.31370849898476,0.0
