soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,112,0.0,26129.798692519664,9267.338305377343,485.40411229460636,5.82842712474619
C2003,99,0.0,18034.353457278994,8293.302592002661,673.4579361637687,5.414213562373095
C2609,111,0.0,21934.29580826522,8971.382894530516,686.9432175380073,8.65685424949238
C2803,112,0.0,23290.83282146757,6936.94811949511,428.91883092036784,0.0
C5608,107,0.0,22233.933326530958,6485.181525466241,445.7056274847714,2.8284271247461903
C6405,108,0.0,22453.964855823535,5972.9073554865445,326.48023074035524,1.4142135623730951
S1510,107,0.0,18480.861033229816,7386.281163977852,675.7005768508881,13.313708498984761
S1919,112,0.0,23152.667524715474,11193.67257534936,1062.6488450227787,7.414213562373095
S2307,106,0.0,17190.02546343013,9491.70583774549,761.2863632885151,4.414213562373095
S2403,107,0.0,21959.104899406215,8753.807209360655,731.2985565973347,6.82842712474619
S3117,112,0.0,21193.379935937686,8175.385853123345,975.0458146424487,6.656854249492381
S3603,112,0.0,20555.865217311926,7324.7218561989175,588.0142853498728,10.899494936611667
