soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,94,0.0,768.5756851698602,58.112698372208094,0.0,0.0
C2003,86,0.0,2600.2905473706205,727.6660889654818,1.0,0.0
C2609,77,0.0,288.4386001800126,30.556349186104043,7.0,0.0
C2803,102,0.0,1798.3889603929567,361.34523779156063,12.899494936611665,0.0
C5608,105,0.0,1491.5655839020937,214.9655121145938,0.0,0.0
C6405,104,0.0,1600.1513703397204,150.71067811865476,0.0,0.0
S1510,95,0.0,1218.239682094289,278.76450198781714,0.0,0.0
S1919,99,0.0,1905.685424949238,259.492424049175,0.0,0.0
S2307,98,0.0,2039.4204896855324,444.8010819142764,0.0,0.0
S2403,96,0.0,3032.6580797387683,639.2102448427661,1.0,0.0
S3117,97,0.0,1033.541197284454,193.55129855222071,0.0,0.0
S3603,102,0.0,1567.999133448223,333.10259710444143,1.4142135623730951,0.0
