soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,111,0.0,26352.67834385824,11501.858433574485,489.47518010647184,13.899494936611665
C2003,99,0.0,19054.022863774804,9653.960671741428,738.541197284454,0.0
C2609,112,0.0,22151.87271892436,10856.320194882863,438.3624817342638,16.727922061357855
C2803,114,0.0,25987.73895146484,9891.577987471632,516.889393668845,4.242640687119286
C5608,108,0.0,22637.67885147252,9375.632677892572,606.8599564173221,7.242640687119286
C6405,110,0.0,22850.105258343712,8284.001076812498,426.8772003600252,9.65685424949238
S1510,108,0.0,19094.302950940164,10059.068319479753,845.7838379715733,10.071067811865476
S1919,113,0.0,23905.553093239712,12873.082963767125,948.8965363437812,14.727922061357857
S2307,104,0.0,16806.67134986008,11280.866442801202,785.7127701597078,1.4142135623730951
S2403,109,0.0,21960.816803014142,10831.486717124233,694.9137802864844,12.242640687119286
S3117,110,0.0,22071.630078237245,10892.94256124695,930.2935059634514,15.14213562373095
S3603,110,0.0,22882.66369957087,9868.101940813383,519.7005768508881,9.242640687119284
