soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,13158.782822743015,7963.497684943777,221.99494936611666,6.82842712474619
C2003,504,0.0,9234.557067061101,4449.41493143737,148.08326112068522,3.414213562373095
C2609,497,0.0,10054.465796713703,6652.011178080263,161.08326112068525,7.242640687119286
C2803,507,0.0,9665.279938488577,5507.070919135085,284.0243866176395,3.414213562373095
C5608,495,0.0,9477.659664165543,6030.411106292763,196.02438661763952,7.65685424949238
C6405,489,0.0,11207.89342907417,3624.6290014247443,117.18376618407356,0.0
S1510,500,0.0,8078.9347006970165,5138.032247167574,143.39696961967,11.485281374238571
S1919,502,0.0,12217.075103217194,7509.662115144094,203.0243866176395,2.414213562373095
S2307,490,0.0,8749.378351510912,3884.542781711228,60.627416997969526,0.0
S2403,500,0.0,9480.527629809578,7521.9636303342595,245.62236636408616,3.8284271247461903
S3117,488,0.0,10316.235349335402,5789.982607380517,173.0538238691624,7.65685424949238
S3603,496,0.0,8217.045307028171,5381.063776460149,186.29646455628165,4.82842712474619
