soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,111,0.0,26350.092557420612,11438.017813140921,485.2325394193526,13.899494936611665
C2003,99,0.0,19066.679718024297,9508.664207185147,672.7716446627536,0.0
C2609,112,0.0,22191.257495235208,10713.195303201835,386.14927829866735,16.31370849898476
C2803,114,0.0,26038.78058202518,9701.411465230263,457.0904037956216,4.242640687119286
C5608,108,0.0,22646.507278597266,9348.561610080706,607.8599564173221,7.242640687119286
C6405,110,0.0,22855.519471906086,8252.444727626393,408.8061325481598,9.65685424949238
S1510,108,0.0,19090.88873737779,10037.482533042128,836.1269837220809,10.071067811865476
S1919,113,0.0,23921.452588176322,12765.100207709827,908.5828278447966,14.727922061357857
S2307,104,0.0,16838.570844796697,11162.297900306276,686.3868683519033,1.4142135623730951
S2403,109,0.0,21971.05944370126,10782.273513688637,659.6000717874997,5.82842712474619
S3117,110,0.0,22071.630078237245,10895.94256124695,923.4650788387052,13.727922061357855
S3603,110,0.0,22883.66369957087,9849.788232314399,514.286363288515,9.242640687119284
