soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,90,0.0,723.9015869776647,31.97056274847714,0.0,0.0
C2003,86,0.0,1954.0823945689083,192.82337649086284,0.0,0.0
C2609,98,0.0,1764.986940139403,121.12489168102786,0.0,0.0
C2803,102,0.0,1432.8082245892128,101.15432893255071,0.0,0.0
C5608,87,0.0,789.2741699796952,23.72792206135786,0.0,0.0
C6405,93,0.0,658.605122421383,32.72792206135786,0.0,0.0
S1510,93,0.0,1447.9331162702406,37.62741699796952,0.0,0.0
S1919,100,0.0,2619.976838871636,142.63961030678928,10.242640687119284,0.0
S2307,96,0.0,2290.645886429949,216.96551211459382,0.0,0.0
S2403,93,0.0,1577.7493500861672,97.01219330881975,0.0,0.0
S3117,91,0.0,674.1614716074871,2.8284271247461903,0.0,0.0
S3603,95,0.0,877.1564209736038,36.21320343559643,0.0,0.0
