soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,23932.72048203286,9862.452229238828,281.0660171779821,4.414213562373095
C2003,504,0.0,17877.095664690223,6382.121784411418,160.32590180780454,2.0
C2609,498,0.0,18018.509878252597,8751.8967466045,348.8355697996826,9.65685424949238
C2803,507,0.0,22507.170916584197,8587.137295250566,248.3797256769669,5.82842712474619
C5608,496,0.0,17982.03679018718,9768.908073361543,431.3624817342638,11.48528137423857
C6405,490,0.0,17838.05194208883,8648.470339733307,302.492424049175,3.414213562373095
S1510,500,0.0,14643.768537393144,8578.676400493969,556.3158005400378,21.14213562373095
S1919,502,0.0,19715.411465230263,9403.765937737813,289.89444430272835,3.82842712474619
S2307,490,0.0,13596.490183331342,6442.192852223283,272.79393923934003,6.242640687119285
S2403,500,0.0,16527.976690194857,9614.40049741072,469.7178207935912,4.82842712474619
S3117,488,0.0,18215.993067585783,9093.46023846554,673.6538956566621,25.556349186104047
S3603,496,0.0,17462.78491478407,8760.950570473662,621.9432175380074,7.242640687119285
