soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,102,0.0,3335.888527117067,552.0975464705581,4.0,0.0
C2003,90,0.0,3990.961686969986,998.2295808265222,8.65685424949238,0.0
C2609,103,0.0,3639.95454429505,828.6782822743016,14.242640687119284,0.0
C2803,104,0.0,3771.113923861484,647.5533905932738,8.242640687119284,0.0
C5608,104,0.0,3251.621499812309,565.1564209736038,9.65685424949238,0.0
C6405,104,0.0,1945.6610383315988,252.37972567696687,1.0,0.0
S1510,102,0.0,2981.704760932994,770.8082245892128,9.0,0.0
S1919,101,0.0,3670.677415722524,801.6488450227788,16.071067811865476,0.0
S2307,97,0.0,1867.271211386865,582.6417023478424,10.82842712474619,0.0
S2403,100,0.0,4236.6774157225245,919.589970519733,6.414213562373095,0.0
S3117,104,0.0,3440.1849916733495,974.6437943888953,15.899494936611664,0.0
S3603,100,0.0,1505.460028204822,245.9066376115481,3.414213562373095,0.0
