soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,19275.756703021823,10549.098982220552,538.6883835420683,20.727922061357855
C2003,504,0.0,13953.104540468714,7624.694510988447,458.61731573020285,0.0
C2609,498,0.0,14013.334987847014,9904.913123995426,713.0975464705581,16.31370849898476
C2803,507,0.0,15788.888378440288,8194.110816591874,602.3574311003804,10.071067811865476
C5608,496,0.0,13922.697469581279,8882.168824543143,503.85995641732217,43.041630560342625
C6405,490,0.0,14293.413198333816,8067.838738653231,416.3919189857867,10.65685424949238
S1510,500,0.0,10825.907355486546,7942.056992722712,886.891485709898,32.384776310850235
S1919,502,0.0,15425.006127446379,10172.731449852407,1048.3178925810907,26.31370849898476
S2307,490,0.0,11503.988524566179,7128.307642636545,604.9015869776647,16.899494936611664
S2403,500,0.0,13154.502376640163,9754.410598678485,1063.7026688919414,35.21320343559643
S3117,488,0.0,13452.752160002217,8304.252952215604,995.4356415871823,29.970562748477143
S3603,496,0.0,11783.127701597079,7919.985924910847,904.2935059634515,48.04163056034262
