Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px),folder,file
0.0,31.071067811865476,33.72792206135785,2.0,0.0,C6405,C6405_000.png
0.0,14.82842712474619,2.414213562373095,0.0,0.0,C6405,C6405_001.png
0.0,17.65685424949238,22.727922061357855,0.0,0.0,C6405,C6405_002.png
0.0,20.414213562373096,13.071067811865476,0.0,0.0,C6405,C6405_003.png
0.0,29.556349186104047,1.4142135623730951,0.0,0.0,C6405,C6405_004.png
0.0,24.242640687119284,22.31370849898476,1.0,0.0,C6405,C6405_005.png
0.0,41.97056274847714,11.899494936611665,1.0,0.0,C6405,C6405_006.png
0.0,33.242640687119284,7.82842712474619,1.0,0.0,C6405,C6405_007.png
0.0,31.899494936611667,37.21320343559643,8.65685424949238,0.0,C6405,C6405_008.png
0.0,29.48528137423857,35.384776310850235,0.0,0.0,C6405,C6405_009.png
0.0,46.31370849898476,19.31370849898476,0.0,0.0,C6405,C6405_010.png
0.0,52.55634918610404,5.242640687119286,0.0,0.0,C6405,C6405_011.png
0.0,28.48528137423857,21.556349186104043,4.414213562373095,0.0,C6405,C6405_012.png
0.0,25.48528137423857,9.071067811865476,0.0,0.0,C6405,C6405_013.png
0.0,52.45584412271571,7.65685424949238,0.0,0.0,C6405,C6405_014.png
0.0,20.65685424949238,21.556349186104047,0.0,0.0,C6405,C6405_015.png
0.0,34.72792206135786,7.0710678118654755,0.0,0.0,C6405,C6405_016.png
0.0,53.55634918610404,13.65685424949238,0.0,0.0,C6405,C6405_017.png
0.0,49.72792206135786,31.798989873223334,0.0,0.0,C6405,C6405_018.png
0.0,22.071067811865476,55.45584412271572,2.0,0.0,C6405,C6405_019.png
0.0,48.55634918610404,12.899494936611665,5.0,0.0,C6405,C6405_020.png
0.0,34.071067811865476,5.414213562373095,0.0,0.0,C6405,C6405_021.png
0.0,46.14213562373095,29.970562748477143,1.0,0.0,C6405,C6405_022.png
