soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,28042.2110243017,4142.518395093588,95.94112549695429,4.242640687119286
C2003,504,0.0,22054.764922509254,1732.1038225937173,58.04163056034261,0.0
C2609,498,0.0,22575.59840026788,3968.523445727472,42.55634918610405,0.0
C2803,507,0.0,23935.122353609637,2683.6349186104044,30.14213562373095,2.8284271247461903
C5608,496,0.0,21570.1627586807,3295.8279195104674,63.04163056034262,4.414213562373095
C6405,490,0.0,19481.35417515399,4143.4178900302,60.698484809834994,2.414213562373095
S1510,500,0.0,18224.456772258432,3294.514211011483,102.15432893255071,2.414213562373095
S1919,502,0.0,25175.237144022896,4424.0940802634495,116.91168824543142,4.414213562373095
S2307,490,0.0,16986.064494335147,4080.488957842066,94.45584412271572,0.0
S2403,500,0.0,22767.539525764838,3639.1264761078023,137.05382386916236,1.4142135623730951
S3117,488,0.0,21707.26622233692,3512.396462005391,125.74011537017762,5.242640687119286
S3603,496,0.0,15897.817669565922,5237.311467781152,276.27922061357856,8.65685424949238
