soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,23907.235200658622,10075.689819292063,334.62236636408613,5.414213562373095
C2003,504,0.0,17380.31182671865,7441.765578800313,225.78174593052023,4.414213562373095
C2609,498,0.0,17701.632677892572,9534.53339831846,417.048773235279,9.65685424949238
C2803,507,0.0,22212.080512788572,9338.489675717065,320.76450198781714,4.82842712474619
C5608,496,0.0,17965.036790187176,9981.246168478167,471.9898987322333,14.31370849898476
C6405,490,0.0,17761.110816591874,8927.891695970617,349.7056274847714,3.414213562373095
S1510,500,0.0,14550.927916959577,9017.778997598409,637.9137802864846,30.798989873223327
S1919,502,0.0,19211.91189850615,10563.534623807736,403.14927829866735,4.82842712474619
S2307,490,0.0,13337.139894905897,7219.515795438257,414.19090885901,6.242640687119285
S2403,500,0.0,16429.13606976129,10112.373152200249,558.0731598529185,6.242640687119285
S3117,488,0.0,18185.09357264917,9235.170916584195,686.7249634685276,36.04163056034261
S3603,496,0.0,17402.228565597965,9019.531306277406,694.0559159102154,9.65685424949238
