soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,112,0.0,32260.959507836094,2809.1496372361657,33.72792206135786,1.4142135623730951
C2003,99,0.0,23914.240102615724,1704.8540392316615,4.82842712474619,0.0
C2609,111,0.0,27645.582381814456,2181.0398974567884,17.65685424949238,0.0
C2803,112,0.0,27533.07271382258,1492.5159441150372,6.82842712474619,0.0
C5608,107,0.0,26431.772065184196,1473.0895372438445,12.82842712474619,0.0
C6405,108,0.0,25693.02148960875,2223.8145007123717,9.0,0.0
S1510,107,0.0,23842.320046206085,1875.9322497184635,3.0,0.0
S1919,112,0.0,30563.06297149231,3740.9233739399724,47.627416997969526,0.0
S2307,106,0.0,22685.691403718836,3962.504109743716,40.384776310850235,0.0
S2403,107,0.0,28583.152149798654,1697.782971419796,10.65685424949238,0.0
S3117,112,0.0,26817.031949814016,2404.005409571382,8.242640687119284,0.0
S3603,112,0.0,24268.292342058114,3638.1832585697953,41.55634918610404,4.242640687119286
