soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,16169.506919659767,3392.361974119985,35.65685424949238,0.0
C2003,504,0.0,12251.099489834833,2368.534413547016,16.242640687119284,1.4142135623730951
C2609,498,0.0,16452.766804289586,5379.4851326974585,19.65685424949238,0.0
C2803,507,0.0,13468.19703630539,1889.4612536940979,6.82842712474619,0.0
C5608,495,0.0,15620.923225263192,3321.9233739399724,25.31370849898476,1.4142135623730951
C6405,490,0.0,13064.309734677598,2575.8430714121173,36.97056274847714,0.0
S1510,500,0.0,13270.309734677598,4324.922507388195,42.89949493661166,0.0
S1919,502,0.0,21441.952154900435,6726.089388567065,70.72792206135786,0.0
S2307,490,0.0,16210.463197058372,4513.576403044857,24.414213562373096,0.0
S2403,500,0.0,20086.16622488781,7068.405189107101,142.1543289325507,1.0
S3117,488,0.0,14341.032606105073,3285.3375875023457,28.82842712474619,0.0
S3603,496,0.0,13785.54227409695,2937.9801564019654,32.48528137423857,0.0
