soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,109,0.0,15400.191985671507,8266.57885402341,514.6761902332485,5.242640687119286
C2003,93,0.0,10105.934700697015,6356.065868501201,464.43354954612926,1.4142135623730951
C2609,107,0.0,12244.691193458119,6980.543140648728,338.9655121145938,12.65685424949238
C2803,112,0.0,11794.446460729945,5425.323661089971,511.9726547895302,28.798989873223334
C5608,109,0.0,12096.82409436586,5177.343863625505,350.6223663640862,0.0
C6405,106,0.0,12344.647470856722,5126.922507388195,376.7056274847714,1.0
S1510,105,0.0,10246.567168328867,5806.921640836417,566.4041122946063,0.0
S1919,107,0.0,14265.678133597521,10332.329429598853,781.5290039756342,7.242640687119286
S2307,102,0.0,9259.4178900302,7040.19999489822,447.07821048680194,3.414213562373095
S2403,104,0.0,12852.794657114337,6973.719764157864,566.3330444827409,0.0
S3117,107,0.0,12436.375392918082,7459.361466505707,675.4406922210657,3.8284271247461903
S3603,107,0.0,11128.772362537753,6366.435492910403,274.237590053236,0.0
