soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,109,0.0,23773.086132620676,595.1391770309007,0.0,0.0
C2003,93,0.0,15416.939961591619,286.97770542341357,1.0,0.0
C2609,107,0.0,17642.06607876192,265.22034611053283,3.414213562373095,0.0
C2803,112,0.0,17941.223366287304,581.8254685319159,1.0,0.0
C5608,109,0.0,15658.00388672855,113.46803743153546,0.0,0.0
C6405,0,0.0,0.0,0.0,0.0,0.0
S1510,104,0.0,7222.764353311037,3.82842712474619,0.0,0.0
S1919,107,0.0,19324.934403343454,81.49747468305833,0.0,0.0
S2307,102,0.0,13457.742776609448,77.59797974644667,0.0,0.0
S2403,104,0.0,19633.467232463696,295.84776310850236,3.414213562373095,0.0
S3117,106,0.0,16585.54212542017,126.36753236814714,0.0,0.0
S3603,107,0.0,15931.626253092632,161.50966799187808,0.0,0.0
