soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,269,0.0,581.8822509939087,12.899494936611665,0.0,0.0
C2003,409,0.0,1718.1686142824235,47.59797974644667,0.0,0.0
C2609,371,0.0,1554.4995667241114,23.798989873223334,0.0,0.0
C2803,345,0.0,1268.6173157302028,34.45584412271572,0.0,0.0
C5608,268,0.0,674.5512985522207,26.384776310850235,1.0,0.0
C6405,249,0.0,545.4802307403552,14.899494936611665,0.0,0.0
S1510,327,0.0,1216.4579361637689,43.526911934581186,1.0,0.0
S1919,391,0.0,2247.577777210913,107.61017305526642,0.0,0.0
S2307,377,0.0,1798.4995667241114,62.91168824543142,0.0,0.0
S2403,344,0.0,1443.4873734152916,15.727922061357855,0.0,0.0
S3117,240,0.0,507.2670273047588,5.82842712474619,0.0,0.0
S3603,290,0.0,686.0660171779821,13.727922061357857,0.0,0.0
