soil_core,total_images,Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px)
C1216,504,0.0,16156.850065410275,3386.1193334328655,35.65685424949238,0.0
C2003,504,0.0,12250.68527627246,2367.120199984643,16.242640687119284,1.4142135623730951
C2609,498,0.0,16440.867309352976,5390.141986946952,19.65685424949238,0.0
C2803,507,0.0,13477.510744804375,1889.6328265693517,6.82842712474619,0.0
C5608,495,0.0,15623.923225263194,3321.5091603775995,25.31370849898476,1.4142135623730951
C6405,490,0.0,13046.238666865731,2586.328352786356,36.97056274847714,0.0
S1510,500,0.0,13269.481307552851,4320.508293825822,42.89949493661166,0.0
S1919,502,0.0,21455.0232227123,6715.432534317572,70.72792206135786,0.0
S2307,490,0.0,16221.048983495999,4511.990616607231,24.414213562373096,0.0
S2403,500,0.0,20089.8230791373,7066.8194026694755,142.1543289325507,1.0
S3117,488,0.0,14349.446819667446,3283.9233739399724,28.82842712474619,0.0
S3603,496,0.0,13790.542274096948,2935.9801564019654,32.48528137423857,0.0
